,Post_By,Post_Link,Post_Date,is_verified,Post_Type,Video_views,Post_likes
0,21savage,/CAZosKfBUQh/,MAY 20,True,Photo,,"298,252"
1,21savage,/B_0oQE4hFy7/,MAY 5,True,Photo,,"295,900"
2,21savage,/B_0Wu0pBzuM/,MAY 5,True,video,"501,628","96,038"
3,21savage,/B_s9F7jhigY/,MAY 2,True,Photo,,"837,138"
4,21savage,/B_dT6FPBYsq/,APRIL 26,True,Photo,,"1,447,561"
5,21savage,/B-p-yOMhz3F/,APRIL 6,True,Photo,,"866,655"
6,21savage,/B-VZ8jNhuaa/,MARCH 29,True,Photo,,"1,342,284"
7,21savage,/B9Aqljahpa6/,FEBRUARY 25,True,Photo,,"955,200"
8,21savage,/B890uNLBy18/,FEBRUARY 24,True,Photo,,"278,954"
9,21savage,/B7zz9ZhhmGW/,JANUARY 26,True,Photo,,"1,013,361"
10,21savage,/B7zBva6hXwr/,JANUARY 26,True,Photo,,"1,181,237"
11,21savage,/B7hLEu8B5qb/,JANUARY 19,True,Photo,,"873,246"
12,21savage,/B7USPPlhmYo/,JANUARY 14,True,Photo,,"1,003,378"
13,21savage,/B6y9Z2_BfV3/,JANUARY 1,True,Photo,,"1,071,925"
14,21savage,/B5wAuJYBG0m/,"DECEMBER 6, 2019",True,Photo,,"1,425,863"
15,21savage,/B5DxOSHBroq/,"NOVEMBER 19, 2019",True,Photo,,"870,704"
16,21savage,/B4dEljyBD9I/,"NOVEMBER 4, 2019",True,Photo,,"657,402"
17,21savage,/B4Vt5BwBvxK/,"NOVEMBER 1, 2019",True,Photo,,"860,263"
18,21savage,/B4BOwAHhWEY/,"OCTOBER 24, 2019",True,Photo,,"868,715"
19,21savage,/B30G6ALhAee/,"OCTOBER 19, 2019",True,Photo,,"851,372"
20,21savage,/B2pCIEqhNkY/,"SEPTEMBER 20, 2019",True,Photo,,"946,965"
21,21savage,/B2S5LAFBjpY/,"SEPTEMBER 11, 2019",True,Photo,,"1,099,428"
22,21savage,/B2KbzZohktV/,"SEPTEMBER 8, 2019",True,Photo,,"902,080"
23,21savage,/B01anc4BHFh/,"AUGUST 6, 2019",True,video,"4,397,121","1,149,921"
24,21savage,/B0unI8BhFSl/,"AUGUST 3, 2019",True,Photo,,"1,136,719"
25,21savage,/ByRBkv9Buv3/,"JUNE 3, 2019",True,Photo,,"1,274,964"
26,21savage,/Bw0oZuPHTOJ/,"APRIL 28, 2019",True,Photo,,"1,394,906"
27,21savage,/BvugNVPnAIw/,"APRIL 1, 2019",True,Photo,,"957,442"
28,21savage,/Bt6gyyHHUGF/,"FEBRUARY 15, 2019",True,Photo,,"2,004,419"
29,21savage,/BtkWNKSnRUE/,"FEBRUARY 6, 2019",True,Photo,,"883,090"
30,21savage,/BtUZBbyjToD/,"JANUARY 31, 2019",True,video,"3,562,207","704,742"
31,21savage,/BtUGlDzH1QZ/,"JANUARY 31, 2019",True,Photo,,"789,486"
32,21savage,/BsokzJanXSP/,"JANUARY 14, 2019",True,Photo,,"1,422,434"
33,21savage,/Br3ddCsnJjA/,"DECEMBER 26, 2018",True,Photo,,"772,182"
34,21savage,/BryzhXpDiya/,"DECEMBER 24, 2018",True,video,"4,945,617","669,161"
35,21savage,/BrtLYMeH8mN/,"DECEMBER 22, 2018",True,Photo,,"744,056"
36,21savage,/BrqArgDHbGB/,"DECEMBER 21, 2018",True,Photo,,"921,554"
37,21savage,/BroxsBUHCVz/,"DECEMBER 20, 2018",True,Photo,,"747,871"
38,21savage,/Bqv2AwUnzOk/,"NOVEMBER 28, 2018",True,Photo,,"956,622"
39,21savage,/Bp-a7eoHsje/,"NOVEMBER 9, 2018",True,Photo,,"843,020"
40,21savage,/BphhDR9DCkb/,"OCTOBER 29, 2018",True,Photo,,"575,067"
41,21savage,/BpIPvrxDaZJ/,"OCTOBER 19, 2018",True,Photo,,"950,787"
42,21savage,/BofLIOLjq-I/,"OCTOBER 3, 2018",True,Photo,,"861,618"
43,21savage,/BnhRsGlDqV4/,"SEPTEMBER 9, 2018",True,Photo,,"1,040,896"
44,21savage,/Bm4aqWej-eH/,"AUGUST 24, 2018",True,Photo,,"1,201,031"
45,21savage,/Bmv8r-CjVAh/,"AUGUST 21, 2018",True,video,"3,616,267","839,397"
46,21savage,/BmEV-Q9DqD4/,"AUGUST 4, 2018",True,Photo,,"1,288,994"
47,21savage,/BlzhyA6jTsm/,"JULY 28, 2018",True,Photo,,"845,613"
48,21savage,/BlbImlSjXPe/,"JULY 19, 2018",True,Photo,,"519,415"
49,21savage,/BlMw8BwHCuk/,"JULY 13, 2018",True,video,"2,019,575","283,725"
50,21savage,/BktigYXjR_n/,"JULY 1, 2018",True,Photo,,"916,294"
51,21savage,/Bkix1Z8nc72/,"JUNE 27, 2018",True,Photo,,"574,900"
52,21savage,/BkDYaxSD1OG/,"JUNE 15, 2018",True,Photo,,"942,769"
53,21savage,/BjiPeMHDe8L/,"JUNE 2, 2018",True,Photo,,"719,370"
54,21savage,/BjLoa0xDRhl/,"MAY 24, 2018",True,video,"6,869,861","738,319"
55,21savage,/BiU9dRCDUa4/,"MAY 3, 2018",True,Photo,,"925,650"
56,21savage,/BiDo7pGDwa4/,"APRIL 26, 2018",True,Photo,,"702,787"
57,21savage,/Bh9r6Y5DZ_m/,"APRIL 24, 2018",True,Photo,,"778,830"
58,21savage,/Bhr8Lp8DPOB/,"APRIL 17, 2018",True,Photo,,"765,752"
59,21savage,/BhUZw_cjCjD/,"APRIL 8, 2018",True,Photo,,"986,019"
60,21savage,/BhKQpAYD_Xv/,"APRIL 4, 2018",True,Photo,,"834,967"
61,21savage,/BhDPZpSj1XK/,"APRIL 1, 2018",True,Photo,,"1,060,433"
62,21savage,/Bgwshqcj0le/,"MARCH 25, 2018",True,Photo,,"762,375"
63,21savage,/BgZYebFH0DB/,"MARCH 16, 2018",True,Photo,,"694,744"
64,21savage,/BgKXpaNHaE0/,"MARCH 10, 2018",True,Photo,,"838,697"
65,21savage,/BfP0tGnH8ce/,"FEBRUARY 15, 2018",True,Photo,,"704,132"
66,21savage,/Be405MoHP9n/,"FEBRUARY 6, 2018",True,Photo,,"526,563"
67,21savage,/Bev8dEGnjOO/,"FEBRUARY 3, 2018",True,Photo,,"787,897"
68,21savage,/Bej63CjDaMy/,"JANUARY 29, 2018",True,Photo,,"993,292"
69,21savage,/BebR1ZaDam_/,"JANUARY 26, 2018",True,Photo,,"679,084"
70,21savage,/Bd_Qm_2Haut/,"JANUARY 15, 2018",True,Photo,,"813,568"
71,21savage,/BdrF-rwnXN7/,"JANUARY 7, 2018",True,Photo,,"774,751"
72,21savage,/BcqH-w2HhYz/,"DECEMBER 13, 2017",True,Photo,,"753,058"
73,21savage,/BclClBIH9YU/,"DECEMBER 11, 2017",True,Photo,,"757,176"
74,21savage,/BbzzlpUHaiK/,"NOVEMBER 22, 2017",True,Photo,,"804,076"
75,21savage,/BbiMOHinBEL/,"NOVEMBER 15, 2017",True,Photo,,"781,741"
76,21savage,/BbSXXLPn4ql/,"NOVEMBER 9, 2017",True,video,"2,581,242","379,645"
77,21savage,/Ba4zeopntan/,"OCTOBER 30, 2017",True,video,"1,513,390","174,708"
78,21savage,/Bawuxt5nQYL/,"OCTOBER 27, 2017",True,Photo,,"370,472"
79,21savage,/Baifo8OHBX3/,"OCTOBER 21, 2017",True,Photo,,"615,351"
80,21savage,/BaanL-QnDqx/,"OCTOBER 18, 2017",True,Photo,,"436,660"
81,21savage,/BaNPEkwHdLe/,"OCTOBER 13, 2017",True,Photo,,"315,784"
82,21savage,/BaMoWu3nM-q/,"OCTOBER 13, 2017",True,Photo,,"594,594"
83,21savage,/BaK3i1pn1sq/,"OCTOBER 12, 2017",True,video,"1,096,432","200,723"
84,21savage,/BaIxg_ynfb6/,"OCTOBER 11, 2017",True,Photo,,"484,821"
85,21savage,/BZ_st_ZHQy_/,"OCTOBER 8, 2017",True,Photo,,"380,477"
86,21savage,/BZ8JtvkHLSi/,"OCTOBER 7, 2017",True,Photo,,"409,574"
87,21savage,/BZcH647HQft/,"SEPTEMBER 24, 2017",True,Photo,,"552,462"
88,21savage,/BZVHYC3HOM5/,"SEPTEMBER 21, 2017",True,Photo,,"239,315"
89,21savage,/BZDL15xHAKl/,"SEPTEMBER 14, 2017",True,Photo,,"198,987"
90,21savage,/BY9IGysHJ5U/,"SEPTEMBER 12, 2017",True,Photo,,"106,604"
91,21savage,/BY32SLsng5D/,"SEPTEMBER 10, 2017",True,Photo,,"345,568"
92,21savage,/BY10u-AHpgd/,"SEPTEMBER 9, 2017",True,Photo,,"501,710"
93,21savage,/BYY_5EeHZxc/,"AUGUST 29, 2017",True,Photo,,"344,276"
94,21savage,/BYUBCxeHinl/,"AUGUST 27, 2017",True,Photo,,"444,898"
95,21savage,/BYEpR5dHpIT/,"AUGUST 21, 2017",True,Photo,,"442,141"
96,21savage,/BX99_gxnBZ8/,"AUGUST 19, 2017",True,Photo,,"360,107"
97,21savage,/BX8pg_9n6IJ/,"AUGUST 18, 2017",True,Photo,,"59,794"
98,21savage,/BX3ep11HoTO/,"AUGUST 16, 2017",True,Photo,,"310,126"
99,21savage,/BXywz6Hn2Ox/,"AUGUST 14, 2017",True,Photo,,"445,940"
100,21savage,/BXvos4mHz2L/,"AUGUST 13, 2017",True,Photo,,"368,761"
101,21savage,/BXocbWMHrCp/,"AUGUST 10, 2017",True,Photo,,"422,267"
102,21savage,/BXoNjNbnQmz/,"AUGUST 10, 2017",True,video,"784,877","107,390"
103,21savage,/BXeQKZ0HDtF/,"AUGUST 6, 2017",True,Photo,,"334,832"
104,21savage,/BXd1gaanhlk/,"AUGUST 6, 2017",True,Photo,,"364,214"
105,21savage,/BXcP8FBHu3U/,"AUGUST 5, 2017",True,Photo,,"266,146"
106,21savage,/BXYdJkMHqEJ/,"AUGUST 4, 2017",True,Photo,,"324,136"
107,21savage,/BXUa8lAHgys/,"AUGUST 2, 2017",True,Photo,,"330,744"
108,21savage,/BXQoejunkWJ/,"AUGUST 1, 2017",True,Photo,,"367,287"
109,21savage,/BXP0ozlHZQT/,"AUGUST 1, 2017",True,Photo,,"287,848"
110,21savage,/BXJptbLnqj4/,"JULY 29, 2017",True,Photo,,"450,365"
111,21savage,/BXEcGeznFTE/,"JULY 27, 2017",True,Photo,,"322,401"
112,21savage,/BW_-80ln7cl/,"JULY 25, 2017",True,Photo,,"302,119"
113,21savage,/BW5ttb2n_nd/,"JULY 23, 2017",True,Photo,,"234,157"
114,21savage,/BWwXumanxYr/,"JULY 19, 2017",True,Photo,,"281,835"
115,21savage,/BWvBa-tn1Sl/,"JULY 19, 2017",True,Photo,,"320,543"
116,21savage,/BWqx3hbnS1z/,"JULY 17, 2017",True,Photo,,"274,617"
117,21savage,/BWmBhBNHV3J/,"JULY 15, 2017",True,Photo,,"304,390"
118,21savage,/BWeUtYaHltJ/,"JULY 12, 2017",True,Photo,,"254,816"
119,21savage,/BWZvXorHBuM/,"JULY 11, 2017",True,Photo,,"342,117"
120,21savage,/BWUrHqFHwye/,"JULY 9, 2017",True,Photo,,"321,238"
121,21savage,/BWTbrTrHdII/,"JULY 8, 2017",True,Photo,,"401,905"
122,21savage,/BWO2IvUHd39/,"JULY 6, 2017",True,Photo,,"273,082"
123,21savage,/BWNxBfoHnLG/,"JULY 6, 2017",True,video,"2,154,007","126,612"
124,21savage,/BWMgA-Hnhq8/,"JULY 5, 2017",True,Photo,,"359,577"
125,21savage,/BWEPHjynhhz/,"JULY 2, 2017",True,Photo,,"324,403"
126,21savage,/BWCD6Nanm0f/,"JULY 1, 2017",True,Photo,,"311,257"
127,21savage,/BV8JCRUHjED/,"JUNE 29, 2017",True,Photo,,"349,593"
128,21savage,/BV3Dol3HLsw/,"JUNE 27, 2017",True,Photo,,"255,324"
129,21savage,/BV0Ve0CHaEk/,"JUNE 26, 2017",True,Photo,,"319,922"
130,21savage,/BVySbQnH9V_/,"JUNE 25, 2017",True,Photo,,"383,361"
131,21savage,/BVspXr6n8PS/,"JUNE 23, 2017",True,Photo,,"297,464"
132,21savage,/BVqeCUJHLgq/,"JUNE 22, 2017",True,Photo,,"283,929"
133,21savage,/BVOBng9nZlX/,"JUNE 11, 2017",True,Photo,,"253,366"
134,21savage,/BVJYg_Tn4zx/,"JUNE 9, 2017",True,Photo,,"279,949"
135,21savage,/BVJP4dXHpI3/,"JUNE 9, 2017",True,Photo,,"330,733"
136,21savage,/BU44fT7Bhkz/,"JUNE 3, 2017",True,Photo,,"322,069"
137,21savage,/BU0fQPghQ2x/,"JUNE 1, 2017",True,video,"979,163","133,532"
138,21savage,/BU0LjmkBDmW/,"JUNE 1, 2017",True,Photo,,"232,808"
139,21savage,/BUfc13nBgY0/,"MAY 24, 2017",True,Photo,,"294,629"
140,21savage,/BT-zqbVBJhg/,"MAY 11, 2017",True,Photo,,"232,656"
141,21savage,/BT2qTLyla69/,"MAY 8, 2017",True,Photo,,"221,938"
142,21savage,/BTYbE6VhJDb/,"APRIL 27, 2017",True,Photo,,"252,941"
143,21savage,/BTU_lwzhgIb/,"APRIL 25, 2017",True,Photo,,"300,030"
144,21savage,/BTSMNDLhdtt/,"APRIL 24, 2017",True,Photo,,"219,811"
145,21savage,/BTGowW3h-zH/,"APRIL 20, 2017",True,Photo,,"321,056"
146,21savage,/BTF2j8ahTC7/,"APRIL 19, 2017",True,Photo,,"211,929"
147,21savage,/BS3ZGZcBPsY/,"APRIL 14, 2017",True,Photo,,"203,849"
148,21savage,/BSzNaNFhfQG/,"APRIL 12, 2017",True,Photo,,"195,830"
149,21savage,/BSsq_gkBKGy/,"APRIL 10, 2017",True,Photo,,"267,477"
150,21savage,/BSqFUYRh4Zu/,"APRIL 9, 2017",True,Photo,,"217,182"
151,21savage,/BSky2ZnhF6E/,"APRIL 6, 2017",True,Photo,,"194,080"
152,21savage,/BSf1vEGBIpO/,"APRIL 5, 2017",True,Photo,,"226,852"
153,21savage,/BSZa_Rph8CR/,"APRIL 2, 2017",True,Photo,,"176,108"
154,21savage,/BSZSxjphI_H/,"APRIL 2, 2017",True,Photo,,"267,939"
155,21savage,/BSRxWpJBqit/,"MARCH 30, 2017",True,Photo,,"220,892"
156,21savage,/BSAbl2NBMMy/,"MARCH 23, 2017",True,Photo,,"216,122"
157,21savage,/BR9ndyDhxFM/,"MARCH 22, 2017",True,Photo,,"254,105"
158,21savage,/BR6dNbuBICs/,"MARCH 21, 2017",True,Photo,,"192,576"
159,21savage,/BRzNo3ABST6/,"MARCH 18, 2017",True,Photo,,"220,659"
160,21savage,/BRwf8DjBfcC/,"MARCH 17, 2017",True,Photo,,"291,311"
161,21savage,/BRbn2ojhmV6/,"MARCH 9, 2017",True,video,"866,520","138,125"
162,21savage,/BRRoAI8Bf1X/,"MARCH 5, 2017",True,Photo,,"217,236"
163,21savage,/BRPtAKdh6NE/,"MARCH 4, 2017",True,Photo,,"252,320"
164,21savage,/BRInXXcBINK/,"MARCH 2, 2017",True,Photo,,"233,907"
165,21savage,/BRCciZihExR/,"FEBRUARY 27, 2017",True,Photo,,"110,426"
166,21savage,/BQ6PWvlBxmq/,"FEBRUARY 24, 2017",True,Photo,,"160,128"
167,21savage,/BQ11akrh7aV/,"FEBRUARY 22, 2017",True,Photo,,"223,169"
168,21savage,/BQyIE-xBZII/,"FEBRUARY 21, 2017",True,Photo,,"73,676"
169,21savage,/BQsJ_thBO4M/,"FEBRUARY 19, 2017",True,Photo,,"342,433"
170,21savage,/BQrC0s3BOvM/,"FEBRUARY 18, 2017",True,Photo,,"201,275"
171,21savage,/BQhKKiqFXf6/,"FEBRUARY 14, 2017",True,Photo,,"187,652"
172,21savage,/BQeWnv1l2TJ/,"FEBRUARY 13, 2017",True,Photo,,"184,640"
173,21savage,/BQZe0CZFXMu/,"FEBRUARY 11, 2017",True,Photo,,"200,556"
174,21savage,/BQYdYQ0FcLk/,"FEBRUARY 11, 2017",True,Photo,,"166,010"
175,21savage,/BQXOjl-ljHR/,"FEBRUARY 10, 2017",True,Photo,,"164,094"
176,21savage,/BQJN2OEF-Hm/,"FEBRUARY 5, 2017",True,Photo,,"160,326"
177,21savage,/BQGt6bUlV-w/,"FEBRUARY 4, 2017",True,Photo,,"165,226"
178,21savage,/BP9tDuUA0aK/,"FEBRUARY 1, 2017",True,Photo,,"114,529"
179,21savage,/BP15eiQgTS_/,"JANUARY 29, 2017",True,Photo,,"219,451"
180,21savage,/BPv3QBig2s1/,"JANUARY 26, 2017",True,Photo,,"169,131"
181,21savage,/BPrNRyQg2GH/,"JANUARY 24, 2017",True,Photo,,"155,676"
182,21savage,/BPl3_XyA5CM/,"JANUARY 22, 2017",True,Photo,,"194,610"
183,21savage,/BPjRqTugReJ/,"JANUARY 21, 2017",True,Photo,,"130,221"
184,21savage,/BPgn0fMgxwb/,"JANUARY 20, 2017",True,Photo,,"163,286"
185,21savage,/BPgM7h5A9Q7/,"JANUARY 20, 2017",True,Photo,,"182,325"
186,21savage,/BPePxwSAIGv/,"JANUARY 19, 2017",True,Photo,,"166,731"
187,21savage,/BPRoHOJAJfB/,"JANUARY 14, 2017",True,Photo,,"147,232"
188,21savage,/BPMd0aIgZKf/,"JANUARY 12, 2017",True,Photo,,"146,082"
189,21savage,/BO-TgLrApXY/,"JANUARY 7, 2017",True,Photo,,"184,747"
190,21savage,/BOx7VwIgwC6/,"JANUARY 2, 2017",True,Photo,,"127,396"
191,21savage,/BOvz-TlgnG6/,"JANUARY 1, 2017",True,Photo,,"213,040"
192,21savage,/BOoCpKYgtla/,"DECEMBER 29, 2016",True,Photo,,"185,263"
193,21savage,/BOeZ8SvgRCt/,"DECEMBER 26, 2016",True,video,"754,564","96,030"
194,21savage,/BON5BgCAVbL/,"DECEMBER 19, 2016",True,Photo,,"245,919"
195,21savage,/BOIxgKqApSF/,"DECEMBER 17, 2016",True,Photo,,"186,553"
196,21savage,/BN_08AIAIDs/,"DECEMBER 14, 2016",True,Photo,,"186,041"
197,21savage,/BN3h5kRgJxN/,"DECEMBER 10, 2016",True,Photo,,"232,486"
198,21savage,/BNxT58pgSYp/,"DECEMBER 8, 2016",True,Photo,,"179,201"
199,21savage,/BNqPrMpg5av/,"DECEMBER 5, 2016",True,Photo,,"220,056"
200,21savage,/BNk62RRA3sA/,"DECEMBER 3, 2016",True,Photo,,"167,158"
201,21savage,/BNfpKWmgpGF/,"DECEMBER 1, 2016",True,Photo,,"129,271"
202,21savage,/BNc69EJgtC8/,"NOVEMBER 30, 2016",True,Photo,,"131,116"
203,21savage,/BNbsdZmAjar/,"NOVEMBER 30, 2016",True,Photo,,"110,749"
204,21savage,/BNVov4WApGK/,"NOVEMBER 27, 2016",True,Photo,,"156,774"
205,21savage,/BNQh3NkgLwb/,"NOVEMBER 25, 2016",True,Photo,,"189,631"
206,21savage,/BNITJHAA93r/,"NOVEMBER 22, 2016",True,Photo,,"69,246"
207,21savage,/BNGnauRgM5W/,"NOVEMBER 21, 2016",True,Photo,,"135,020"
208,21savage,/BNGRuStgLsb/,"NOVEMBER 21, 2016",True,Photo,,"108,080"
209,21savage,/BNBRbnxgwQx/,"NOVEMBER 19, 2016",True,Photo,,"128,144"
210,21savage,/BM5hFUGgXH3/,"NOVEMBER 16, 2016",True,Photo,,"129,407"
211,21savage,/BM0au8pAJN2/,"NOVEMBER 14, 2016",True,Photo,,"123,154"
212,21savage,/BMxY0Bcg6og/,"NOVEMBER 13, 2016",True,Photo,,"205,255"
213,21savage,/BMxVT7wAt78/,"NOVEMBER 13, 2016",True,video,"1,229,111","102,450"
214,21savage,/BMvumUygUKV/,"NOVEMBER 13, 2016",True,Photo,,"121,345"
215,21savage,/BMhhW6fA170/,"NOVEMBER 7, 2016",True,Photo,,"149,576"
216,21savage,/BMdV8-Mg4i4/,"NOVEMBER 5, 2016",True,Photo,,"130,821"
217,21savage,/BMci89Kgi2A/,"NOVEMBER 5, 2016",True,Photo,,"117,768"
218,21savage,/BMakHl7A1ur/,"NOVEMBER 4, 2016",True,Photo,,"111,210"
219,21savage,/BMaDN14g_mJ/,"NOVEMBER 4, 2016",True,Photo,,"136,652"
220,21savage,/BMXfgDSgozA/,"NOVEMBER 3, 2016",True,Photo,,"131,088"
221,21savage,/BMQG0R9gzfd/,"OCTOBER 31, 2016",True,Photo,,"140,370"
222,21savage,/BMQGSAPA4Bu/,"OCTOBER 31, 2016",True,Photo,,"90,443"
223,21savage,/BMNWw3VAAcd/,"OCTOBER 30, 2016",True,Photo,,"165,601"
224,21savage,/BML6zoIACcQ/,"OCTOBER 30, 2016",True,Photo,,"125,040"
225,21savage,/BMKr4Q6AbUq/,"OCTOBER 29, 2016",True,Photo,,"120,326"
226,21savage,/BMFvpQkgzMz/,"OCTOBER 27, 2016",True,Photo,,"91,108"
227,21savage,/BMExAU0AHks/,"OCTOBER 27, 2016",True,Photo,,"143,349"
228,21savage,/BMCvnPwgoTT/,"OCTOBER 26, 2016",True,Photo,,"127,173"
229,21savage,/BMCpP3fgI0X/,"OCTOBER 26, 2016",True,Photo,,"132,278"
230,21savage,/BMAN7-xAtQx/,"OCTOBER 25, 2016",True,Photo,,"113,396"
231,21savage,/BL__zP6ARl9/,"OCTOBER 25, 2016",True,Photo,,"96,068"
232,21savage,/BL4J6FfgfCW/,"OCTOBER 22, 2016",True,Photo,,"119,935"
233,21savage,/BL2eJ61gQmY/,"OCTOBER 21, 2016",True,Photo,,"120,363"
234,21savage,/BL13UiMAgtE/,"OCTOBER 21, 2016",True,Photo,,"114,327"
235,21savage,/BLzpx1bgU_e/,"OCTOBER 20, 2016",True,Photo,,"102,727"
236,21savage,/BLxVKo0A3bD/,"OCTOBER 19, 2016",True,Photo,,"102,808"
237,21savage,/BLmuj9AgDeH/,"OCTOBER 15, 2016",True,Photo,,"90,358"
238,21savage,/BLiHcARgGxm/,"OCTOBER 13, 2016",True,Photo,,"73,274"
239,21savage,/BLYR1eeAFbQ/,"OCTOBER 10, 2016",True,Photo,,"72,659"
240,21savage,/BLUfYllAbmO/,"OCTOBER 8, 2016",True,Photo,,"84,492"
241,21savage,/BLSQwakA8kK/,"OCTOBER 7, 2016",True,Photo,,"75,660"
242,21savage,/BLRbrt5graK/,"OCTOBER 7, 2016",True,Photo,,"85,798"
243,21savage,/BLOxDg0ggQc/,"OCTOBER 6, 2016",True,Photo,,"63,635"
244,21savage,/BLKdtuqguu6/,"OCTOBER 4, 2016",True,Photo,,"63,797"
245,21savage,/BLFp5zdAOLp/,"OCTOBER 2, 2016",True,Photo,,"75,185"
246,21savage,/BK_eaejgzE4/,"SEPTEMBER 30, 2016",True,Photo,,"30,177"
247,21savage,/BKwVMdOg-i_/,"SEPTEMBER 24, 2016",True,Photo,,"74,186"
248,21savage,/BKwAxvugk0E/,"SEPTEMBER 24, 2016",True,Photo,,"53,489"
249,21savage,/BKq0t_uALH7/,"SEPTEMBER 22, 2016",True,Photo,,"78,796"
250,21savage,/BKoVQ9mAY6i/,"SEPTEMBER 21, 2016",True,Photo,,"86,569"
251,21savage,/BKg_1C8AxIL/,"SEPTEMBER 18, 2016",True,Photo,,"60,283"
252,21savage,/BKeqrS_gIx8/,"SEPTEMBER 17, 2016",True,Photo,,"65,351"
253,21savage,/BKdbWCFAi6P/,"SEPTEMBER 17, 2016",True,Photo,,"38,292"
254,21savage,/BKdbP4kAL1d/,"SEPTEMBER 17, 2016",True,Photo,,"58,329"
255,21savage,/BKYz3zXgfGI/,"SEPTEMBER 15, 2016",True,Photo,,"55,245"
256,21savage,/BKW1kTtgVKM/,"SEPTEMBER 14, 2016",True,Photo,,"51,521"
257,21savage,/BKPpJuMATCe/,"SEPTEMBER 11, 2016",True,Photo,,"66,772"
258,21savage,/BJ39hhyD6zX/,"SEPTEMBER 2, 2016",True,Photo,,"68,679"
259,21savage,/BJpCCgMjhVa/,"AUGUST 27, 2016",True,Photo,,"70,022"
260,21savage,/BJjowY2DLz5/,"AUGUST 25, 2016",True,Photo,,"59,674"
261,21savage,/BJdcqsJDvdD/,"AUGUST 23, 2016",True,Photo,,"55,836"
262,21savage,/BJVkIREjTXr/,"AUGUST 20, 2016",True,Photo,,"56,826"
263,21savage,/BJOhdkrDAWI/,"AUGUST 17, 2016",True,Photo,,"62,722"
264,21savage,/BJJQ008Doqz/,"AUGUST 15, 2016",True,Photo,,"63,282"
265,21savage,/BJHWpWSDQ92/,"AUGUST 14, 2016",True,Photo,,"54,188"
266,21savage,/BI-pEmOjCDN/,"AUGUST 11, 2016",True,Photo,,"23,758"
267,21savage,/BIwgtD7DW65/,"AUGUST 5, 2016",True,Photo,,"56,223"
268,21savage,/BIwdHnIDM1D/,"AUGUST 5, 2016",True,Photo,,"37,374"
269,21savage,/BItDQR-D6CT/,"AUGUST 4, 2016",True,Photo,,"44,837"
270,21savage,/BItDMgzDezX/,"AUGUST 4, 2016",True,Photo,,"43,405"
271,21savage,/BIsqz9eDkmw/,"AUGUST 4, 2016",True,Photo,,"38,385"
272,21savage,/BIrVzvhj7ql/,"AUGUST 3, 2016",True,Photo,,"40,347"
273,21savage,/BInmqCcjFnf/,"AUGUST 2, 2016",True,Photo,,"35,505"
274,21savage,/BIifx6hj0uI/,"JULY 31, 2016",True,Photo,,"23,878"
275,21savage,/BIiZpEbDuqN/,"JULY 31, 2016",True,Photo,,"40,715"
276,21savage,/BIeGnuvjdF0/,"JULY 29, 2016",True,Photo,,"70,337"
277,21savage,/BIRWw_gD7YV/,"JULY 24, 2016",True,Photo,,"39,976"
278,21savage,/BIQyeyfjVC6/,"JULY 24, 2016",True,Photo,,"35,300"
279,21savage,/BIQsaFWjde6/,"JULY 24, 2016",True,Photo,,"48,314"
280,21savage,/BIL3fqxDUHa/,"JULY 22, 2016",True,Photo,,"51,303"
281,21savage,/BID4ACzgYvC/,"JULY 19, 2016",True,Photo,,"27,685"
282,21savage,/BIBBp0NDott/,"JULY 18, 2016",True,Photo,,"66,751"
283,21savage,/BH8Ym6NDjny/,"JULY 16, 2016",True,Photo,,"42,954"
284,21savage,/BH5YaSnD25H/,"JULY 15, 2016",True,Photo,,"62,393"
285,21savage,/BH5Alo6DZK0/,"JULY 15, 2016",True,Photo,,"26,542"
286,21savage,/BH3iG9XD6sw/,"JULY 14, 2016",True,Photo,,"48,322"
287,21savage,/BH2ye3cjUM6/,"JULY 14, 2016",True,Photo,,"30,684"
288,21savage,/BH0909WDcey/,"JULY 13, 2016",True,Photo,,"41,891"
289,21savage,/BH0p3s6j2m7/,"JULY 13, 2016",True,Photo,,"42,245"
290,21savage,/BHyfDb1D8R1/,"JULY 12, 2016",True,Photo,,"33,838"
291,21savage,/BHk1PErjsRI/,"JULY 7, 2016",True,Photo,,"27,639"
292,21savage,/BHiga9YjCvG/,"JULY 6, 2016",True,Photo,,"45,482"
293,21savage,/BHffoUXjNdk/,"JULY 5, 2016",True,Photo,,"28,007"
294,21savage,/BHffdQnDY9b/,"JULY 5, 2016",True,Photo,,"18,345"
295,21savage,/BHfdpHYD0kH/,"JULY 5, 2016",True,Photo,,"20,620"
296,21savage,/BHXJUFqjiam/,"JULY 2, 2016",True,Photo,,"29,076"
297,21savage,/BHUpg3Rjovt/,"JULY 1, 2016",True,Photo,,"30,470"
298,21savage,/BHFym7JjfM4/,"JUNE 25, 2016",True,Photo,,"25,323"
299,21savage,/BG-loksG-8_/,"JUNE 22, 2016",True,Photo,,"17,857"
300,21savage,/BG7A-Aom-xf/,"JUNE 21, 2016",True,Photo,,"18,727"
301,21savage,/BG5EA78m-8D/,"JUNE 20, 2016",True,Photo,,"17,602"
302,21savage,/BG2k8yaG-5M/,"JUNE 19, 2016",True,Photo,,"22,544"
303,21savage,/BGzwextG-zb/,"JUNE 18, 2016",True,Photo,,"27,265"
